RuleId,Token,RecordId
T1,VDolYFRRfVW6Cie3QbU6q7VrIIwgRzij6ZdUq4nYR2EzhSpfWKkS3EmCV/m/+g1ZjCdIYWbGOeMwVwTzqI7aeIZTRhJYxBqT,6978d380-1a60-401f-b7a5-719d666e6b47
T2,mnBuAprPnyx/e9IkjvVWHXP8kRSng9FkazXYEegkhj2BFRZLZuXd22mxRpqwpHx0CP3EbtkkDPMXFLyBVfB0X4/azLPl/GCK,6978d380-1a60-401f-b7a5-719d666e6b47
T3,WeVZT2Bf7SS4mzxbQ5MCqpHDj8ROrj8TeEWW1UxuOPqUlyjVSiIFP5UAv7T1MBIY5K0azhBbotbRAEISIkMdag96C+Fu+xXf,6978d380-1a60-401f-b7a5-719d666e6b47
T4,+T0w7QM6FQ0oSe1OrT0fz3hlbw8s1c49YHzgSv7kUXZwESNndGhGqoZz89cjilVPuXQO+fJVHydSmaLka5WygjoSe1Q60qC/,6978d380-1a60-401f-b7a5-719d666e6b47
T5,aVQt0RcNO2j1spAEpLCr1sjS3jueozQ6QAhNEbxpH8mfCd4mkcwoWlduInPDgxjeOP0Z9gYpaPbFIdM3FKCaSN0qbr7msZq4,6978d380-1a60-401f-b7a5-719d666e6b47
T1,X1o1ZbNBqpKZWMofC4SEuLwhka3WlAXQ3zbcI/9ryfc65NGzVBJVefWkqyzPdSpmYUzLSfkGGVt5pfwAp3nRp4JJg2s/3IsK,c5b2e649-741b-43fa-bf60-5a8dfa23cedf
T2,XhHh3q0su7wngKTtdgeFULKOoVE/S8afqeuleZJXn3uVdUEs2bmC/UHXaWpgQyKPMr+6GPiNkjauU1NjHCqvLXIqovhpDaRv,c5b2e649-741b-43fa-bf60-5a8dfa23cedf
T3,rxek/zZSMrhds5En0cFjmHAO+levLianjxUG8JpgzWusAARDF/fir8jD1QKdrhVMh6b99A/f6Tc2SlNWTi5+n9Dv+RMXRyOn,c5b2e649-741b-43fa-bf60-5a8dfa23cedf
T4,5ggVa3AqgUBLQOewVoyU4ZI1ueHAWn3eeZGVqIMIkQTk8YSkdqZsXvz/FuZqHIeWP75cqDQDd1yEB54/i5zpb2XXpxE1JPrn,c5b2e649-741b-43fa-bf60-5a8dfa23cedf
T5,pzm+rFItlwi9YJz/YKi+dTgsIdeLKAFkHTidXhrIYNMzHZ1BLJnpgtXjED1olbrgLQY6z2oyrQhOrqBSnOHLBNlkt463vMI6,c5b2e649-741b-43fa-bf60-5a8dfa23cedf
T1,qyYtZCgVp4Ey+QLahhNCfzQfZ2YE7HTfmjeD9C+/HB13HB7X5gEDZy47HMtORX4hGq3hBsuh/Zy/gthYsyyVIGKgodZRzQK4,ed750dc6-d496-4b3d-b8af-2c8d1d6e06aa
T2,P+QkYoFegK1a3IYFYyIvFXQbqINv4giplNgNgjpc0aIrz97sy3c4hm5zKStZzYYA3fgVoApL6Xa0zh6Vm6EjbWDSgnQ0abCy,ed750dc6-d496-4b3d-b8af-2c8d1d6e06aa
T3,DxRJBzd3MBadFA1KWPSvGyJRT93cO1lWKo88F6OV8M5PMXZalejF4hClsk5D3jKONUUqizCrhFcoszdv/BIyNXdo4gHyoAvD,ed750dc6-d496-4b3d-b8af-2c8d1d6e06aa
T4,g2CWVqwUPjefixAgMR3UQi6ks8cU9CuYD5RJdqPc+pDcHdyFJGLhtvqevVN024apd3L6NgcLekS6mmqN8P8alkdmam/J/pDC,ed750dc6-d496-4b3d-b8af-2c8d1d6e06aa
T5,k91kLc1P7fYHtJ68VUPoxzguu0El9y1UZL9x0XGvoAXtM4pbo754h/+hf4TpbxwJnpG7MbZmH4T4aSPzbph3ESTVaQCCBr1x,ed750dc6-d496-4b3d-b8af-2c8d1d6e06aa
T1,DnJeTR7OuSD2HwaQ51L/fKfwb5QW/ndiZfb+p69oiarfJz4RjqIkxZXIB+xWdxj1KAKi90DSk3axWS0yaDNiX/RNVgmS4Mcm,ce817f76-e9c7-40b0-bd6f-9e5c7c8b3db5
T2,ZXiVAzdMq1SDJ1M4ymFzBmesoYQy4VVa/MuqFDqeU2YmqdUrjiBCE1Kl7RT+xQ8hcAu1NC6mLrv/7unyk7a3j4cTMGVePHvn,ce817f76-e9c7-40b0-bd6f-9e5c7c8b3db5
T3,/oTTb8/D6F5A1SGt0zR1oE5mhgOzKUSqrIjEBJrytpaeUGhM88t8iLOtxjzBzKERWJxFNesLciUq+FAxMzQVp7fjwNLEy234,ce817f76-e9c7-40b0-bd6f-9e5c7c8b3db5
T4,L9DsWFwhyJzNidIu7YuFYdCMHS/FVXN8/7kzGRlfzytavLuzlCKKgBMIrrkHlmQvT/4LCC9LF05rOEsuMx/eIPpH9V7m6+4S,ce817f76-e9c7-40b0-bd6f-9e5c7c8b3db5
T5,1u/MBA4kxLSaioPZEzIQBKWI31eO6hZhaekJyANYXMAKzPtkQwtGJLvy1kcJph1+hx/WsvnMKhO6M6t0ajg4bGYurxoCED1h,ce817f76-e9c7-40b0-bd6f-9e5c7c8b3db5
T1,0000000000000000000000000000000000000000000000000000000000000000,7bb2f0cf-516d-43e7-bd3a-3f98e321ced1
T2,0000000000000000000000000000000000000000000000000000000000000000,7bb2f0cf-516d-43e7-bd3a-3f98e321ced1
T3,0000000000000000000000000000000000000000000000000000000000000000,7bb2f0cf-516d-43e7-bd3a-3f98e321ced1
T4,hd4tFqAwX+9S2rKdIV0kwkrfnGCEp6bpL3QXdtiKt2Tt5noWoAY9RyuRy021PlkLO9ecNsmNGYFw798LICu7fZ7BWM+IcAzq,7bb2f0cf-516d-43e7-bd3a-3f98e321ced1
T5,0000000000000000000000000000000000000000000000000000000000000000,7bb2f0cf-516d-43e7-bd3a-3f98e321ced1
T1,Fu9+Zyta438UPMDjUTMWkXjI41E0va7KKMqwnzoORypJ8Ml0ScXzPHM2GPvTYRSXjOJ0HY0dB4OEYjlEqZDfbN1mpybR/BXg,1fb5fa93-e3a9-4b8c-b939-f83893381f01
T2,rJfK8EHDFEcUI25XBcR6eQxMvixZkMOukgSWPi7qa6hok/4DQba72YfH7snHrEcdjr1wSf1auqtM9A+N5YrFMEOIO1pZowGv,1fb5fa93-e3a9-4b8c-b939-f83893381f01
T3,HIKOHiyqFswOGTQWLDeSJ3ZSla2xbZiEPGFCnYhUKmSfkmOhVXXNXkLzlAsqlAP6mb5OEm2qRX0fGMM871DLA4iZFXO2Eysu,1fb5fa93-e3a9-4b8c-b939-f83893381f01
T4,CvyIHTYcXYTC185rYChyjAbMm7K37+VTWbLmtqKGiYCdGsbqJD7dA9VmVwtw1ZsxPrayVWdoWGKao/66D9su4NumCF3xBHGf,1fb5fa93-e3a9-4b8c-b939-f83893381f01
T5,cVEJTLGe7OnYbbdpfDQYtt5V4CHwQJM6F3L3NOe2lg95OWEpvbfJTgreVB2awcG71tupNvgpZ5SAMeJWJxz/cknutaX65HGi,1fb5fa93-e3a9-4b8c-b939-f83893381f01
T1,EU/orgxR6s/0EVh8RYP5/WXgajh1gAOpMVAswi5SqPVEgOFKXira4IQxvH7cvmL7qGCnUXir2v6jY010x5CTkO5mzqTbijEN,8fc6e5d4-0d6f-4fd6-a3aa-5c8e404ce495
T2,EJwYfI3NQCppE37CaPutcoKn4Pw0ljFsxoXPhm+JFdYIJoF0ILJuOaeDnk71XFKFw3eAcGOFQRdip3xB0RH2Mub0KqjeTpti,8fc6e5d4-0d6f-4fd6-a3aa-5c8e404ce495
T3,1NKPBaKQKHr25ZyB0MTVfWoJQhSv7X7yZY76MKVDE8HSQwrapPPML2cEV/dhQd94MfJJly61PN3fpl7zUW8rNNOH5PIapgPk,8fc6e5d4-0d6f-4fd6-a3aa-5c8e404ce495
T4,yRUxOSDM5hPOqRGL5rRmtR8iyUirRsRQYUgiR8Wzg1Q2QpHpStLZBC8TBmLPx2k0R2Xus+z96NNKstOlhhbbeZ2ZY8IjKgE9,8fc6e5d4-0d6f-4fd6-a3aa-5c8e404ce495
T5,V93RvbuVpCAVLhoM6Glah28Mgyexgom9KZq4+6lTdKGKF2io9nLO9WT4Kr7/pey1XL8yER4Od50OKnRoRChkPFDRn2OZ42yQ,8fc6e5d4-0d6f-4fd6-a3aa-5c8e404ce495
T1,J/oC59ZErcP9hXpE6ZgEsyZ1ueekseJXcdJEL7tv4wc4fOHtQwW/+Pm8Kf8iYBjX5crTpNp7xG8oS49LJJ4ZSPOhsUDEZl4i,99430dca-4b68-4fad-bd30-b45cc2966922
T2,tQQUnBXoivNDhn0dWy9p6Loe8CRrwxTySbnfeyhVX3kbZZJlzWk0oLOpV6K16uaua6joVYCKnKqVeYm/zpv9VYzVfWMN9SGX,99430dca-4b68-4fad-bd30-b45cc2966922
T3,dosE01WNFQuLRKR3VrlPYzb3PZ/ajeAJlr/u4/LItfFrzHH1jXporB7vGdKmURniPGO/bHNtI401fbPKb+pKbAbVXbChogc2,99430dca-4b68-4fad-bd30-b45cc2966922
T4,HCYKSLVZC0nuWNK31llijKAG0EgBQEXUgZOM0Yr+sagCTrpLGRgTgSjwoJOh65GLN5r0OtwGi2YiG5+6SrlOIlu9DRpCmXez,99430dca-4b68-4fad-bd30-b45cc2966922
T5,UJU/tlUF3hirZ4mUlHMneTLsuJG+YcRZDUD+Au7rqVgyOJr+EOKjZnJOklio5dpHMOdvP1e2TeKIjLYhF8yirVjKxQBNR42l,99430dca-4b68-4fad-bd30-b45cc2966922
T1,HMNP6n8PFtTijLhUpJdtr3gDANOtyAN++Nmw8sl+dNJWoxggUwEIzP3BO7FTkhv32kOf7kg8sRPJ5CQYgm1faYal0xlu+2Z+,c1b75a8b-926f-4d20-883f-34fce16f0388
T2,l0kGfcOIogulcdrg097E93H9DHM84zovKOQDdYXSfnapdLDPIu823n6tZwk6l8qSIOsv0bq5p00RC7QEh+IxKZak/sh1RIAn,c1b75a8b-926f-4d20-883f-34fce16f0388
T3,a4KTwQODhLIOF7XG1tYTT9z+bzlJFpSRelYML0lGsdhgfjnF9ZebcG7SWXZyD1cJ3DpGFAB8/tvJiUXvZqwWg02cgWHWwACq,c1b75a8b-926f-4d20-883f-34fce16f0388
T4,TwM2hUZR8IOrmJvUEtmvzzskJqVqrfCCl4ea+XmDOxpAvaewGyVwFNqc91WzyI3BIc/HI9cEbmrHQl3hCPA7/Gt3DIyVRZps,c1b75a8b-926f-4d20-883f-34fce16f0388
T5,hzYCuGy8MB3PL0Lylp5yiOvzJ8kgWPjtdcQ1rW9e0LvX3rV6pSa6foRdgQ6R33RoXfSlk5oZkMD0KanyML9GmNNqdEWqOrI8,c1b75a8b-926f-4d20-883f-34fce16f0388
T1,0000000000000000000000000000000000000000000000000000000000000000,b8a075d9-e72e-44a6-8945-a9ca7b338971
T2,0000000000000000000000000000000000000000000000000000000000000000,b8a075d9-e72e-44a6-8945-a9ca7b338971
T3,0000000000000000000000000000000000000000000000000000000000000000,b8a075d9-e72e-44a6-8945-a9ca7b338971
T4,uoG9d+qtMi86VuKQnsaPsBv2d5XaKAVtN1EFJ4gNNf/4HJZ8aG29pmrMH8Okq5J6Le8Zoo9sDlKvM68Oj6oFftYYWOugq8Ts,b8a075d9-e72e-44a6-8945-a9ca7b338971
T5,0000000000000000000000000000000000000000000000000000000000000000,b8a075d9-e72e-44a6-8945-a9ca7b338971
T1,X6cFU+ISb0/5yPBJmFkf6yNjjKFv1qkOjMy9BbYF5rPqE6ULYlW49+iZkCik+MfLUW4bhgLJs9xx/7VdylF5cOJlqCl3gQCP,68c6637c-5f6d-4419-9024-b2de918b42a7
T2,RZOmxG2+EqF+1ab70qc/SW3XDfip6E6xZG7Ww33DkiWcxaJICBEDRo1MK2i1/COj/XFHz6aG/dlBSrfMIW2QkZAZJYY9VCu0,68c6637c-5f6d-4419-9024-b2de918b42a7
T3,U7GtUghGM5FyJbsYzPF8Y2g0NsVtrMhja2IgCtJfYDCIdYlbmN7A5qdp+9hVcAPSkxXxxiXXSr+RtIe9AjepuEzA2w7RhjZs,68c6637c-5f6d-4419-9024-b2de918b42a7
T4,m+jDTgaGThFf/aNz2t1y8MkpfSHv2RJwO168ejLmNji5YwQ6jo5jdo6RY/b1PCbBS0TgjXKewRWjq0qspBJddvv5LqAyjMe1,68c6637c-5f6d-4419-9024-b2de918b42a7
T5,8phbuQBRua1HgcvsiZjYfB/wgNVRLZ45m7pbxBWZE220WrNe/LQOwPSX3N0i6vCho1Wp1usg7JHyFKplvzPVjMaa4Md8mjvM,68c6637c-5f6d-4419-9024-b2de918b42a7
T1,x56veWp+CpVnUQ7z93UuBiOZwMySgP0KeA4Tuk5YV6q0KRMN0rMgUevQ05VevGxPiJyP4zcQfZR6fUA06lO4bXaSlaCVNSxM,6668f7ca-c2a7-4001-86d0-6a3c6705fb8d
T2,ChkcYgOID/OTaDIX/ysQzNhJYxIwp1IRvrmzeuyh7Z9i//Jw9QZlx40TGV+NDsrGMnz57qGdu6dp2IfB/gXQ/soVJ1KuzeKR,6668f7ca-c2a7-4001-86d0-6a3c6705fb8d
T3,DyIJLvfr+C8l9gOmY1HmUJDhH+v9CvlgeqV/a/uNMsBxX/O9NX++O+00RvbIu6DQ1VhthJIFdP9VGLWnfTnQ7HGr154Zd1xu,6668f7ca-c2a7-4001-86d0-6a3c6705fb8d
T4,Ko1UOyb1UtpGqEcbTRgGy/r6vEqiWnQ/S8lt6KS4K5CMsOS7ieEbEnSHD8KZPbHAPFmYGatQO+jX+uoBrPsXjH+/3PdlT4WB,6668f7ca-c2a7-4001-86d0-6a3c6705fb8d
T5,eMV+x0sIERlyETegq2T4RLTNS6KuAjatY5BYheSEfyIFVe+ECYtOQ3M2J7Lg/z8hQRDCccWo3B5R4pfp6tgo3lqrzoT25TkC,6668f7ca-c2a7-4001-86d0-6a3c6705fb8d
T1,VlnYrGLuL2PlaouDrdVUxGqBiL13aX9qrGCWYPHUQ3wtwfEZ/eKE+6esu82jjFBQa9vLDn2C0kjRArtpfMhRRf0JSOZjFYtF,85044627-94c6-470e-a011-1d9a1ecd7678
T2,1D91IBvXpRekDMaRsdF1HlFt+0J+4XJr9bbAebBIztsTxkuYTFbIk6SzInpZm9yrQEUfQ4wm/6nd5jjW5iGFFZhnkju47L7H,85044627-94c6-470e-a011-1d9a1ecd7678
T3,j+EHqcjzxGdGiExQ3zPQgaiJVpGWwniLgooCPybnwf5xfCFLYfPSYNpsfL25Y9nSquaWkxz4BPM6T7IOMvsaMZl9PJWHGQqV,85044627-94c6-470e-a011-1d9a1ecd7678
T4,hR394ZdLwqaSs+MNDjNSsmr5U7CY+yXNzn0GLpixsWdfrTWzFmYGtoA9ad6atW3gANvsg3NDS1tXIhSk9Imf8OerHJ1k6tCj,85044627-94c6-470e-a011-1d9a1ecd7678
T5,/fFzcGDZBucveokeaj13tOLgG5l/YhkJ56QvBA9HT757MsNDfMi6Et2RthKzYA4o6cAVpPCZftLn/wWWkacKBxUeDIDWmuw7,85044627-94c6-470e-a011-1d9a1ecd7678
T1,2CteBqZUWYzj5TOWx2kjMSLu1dUjYyoSBmTMJqPui7f6wjTI/Iz6p4dGc/YuKb34XwZoBvtMlvkuxXJoKzQi9dE69Kipn/GJ,33de4ce7-a6e0-4287-99d5-79c59c444825
T2,DPSrXw9e/E/OQZhhMSd3fRCE/Zlc+Z56W/Y/TArDMSFzBrby+CLQbos5jViGV3VDboZCQ5HPEBzpHanym0Vqz5FDU/y05F02,33de4ce7-a6e0-4287-99d5-79c59c444825
T3,s5uvV/5/z2t/MTz1XypjqZ4To7u3Eiv0FGnvMQIgv9mXDumEnpvzkwfesiVYUqY5xuNBvbTW4DjsAiTU+1OsSWQMPZF2iDqh,33de4ce7-a6e0-4287-99d5-79c59c444825
T4,g2rlCNgOZ/fN/lhgHMgHxu9YeT/1UBSqIQhJT2WOaRQjvNiPtdZDEFG6bHGKU2Lt0kVhBVfnnUjxRR0RNjHQqDmTFYMp5M/5,33de4ce7-a6e0-4287-99d5-79c59c444825
T5,Q65fT2uWPMOquIgHG2WUWuX2IbQSOkMGdr0q8sL9Y35GhCpjW6SrSHwdriFoI6nLMgONbAsc2/mWC/9OOGBqoUnl3luQA1lm,33de4ce7-a6e0-4287-99d5-79c59c444825
T1,jYsfSvG2tqudGrJB1zGLRAQKf9nKBB2dtcDIL6U3CF1o4EAP3gE0TkuGtuznJztI6XO2lyq3pjjafo+mGSEb7uCvXyzOf15z,df81ea08-f860-4b13-995c-f68ce713a010
T2,C8Zya1i8KaUFBhdanw+zSDKjC2yaN5jOXgHI56exJhBKGWUxgQw3ERcx3PErf7wRP1Lsxnr4O71mA/CKv88Y+a8mut48cOuG,df81ea08-f860-4b13-995c-f68ce713a010
T3,o4/yi2QJ+GWhciimPXlhCuDdo52KiC8sztgJxtYoPkrXFl89ZtpIW4q4O07cRGWHfkvFpJJRXMAb1VVF+vVL0CUbo8X3s8R3,df81ea08-f860-4b13-995c-f68ce713a010
T4,uCDMoOQuDf+J6BaIIkfF++mOh2GdkzYMUIhHTmPC8ecAP2PZrQa58MStdsjVfJgFxjsgk1azwoJ3DxZ0LI6b2soEeuhoNUdk,df81ea08-f860-4b13-995c-f68ce713a010
T5,hsfkYNxUPNinBvjcLJPS8nKVON1CCTS3BNc5DCzT1ehBLn/TkWdQZ8uBnpEPNN8caTSMtGpnNvRLRvrsr3wSuRisKJC6HvO6,df81ea08-f860-4b13-995c-f68ce713a010
