RuleId,Token,RecordId
T1,3FhdM9e+28jlnp6eXSG1n6MIoHLwqyH86dP0UvcPPaLnEYQ1MT7Ft28vvdtDqnWQNf07o5udZEn5uWj2fDqfAVRUpgSvljPT,12910130-6113-4711-b871-9aa5b44fd1d5
T2,EUtPyGX27ET6444mqmfo3hxlHFK9sSs+PQz1WQH5oEIqPoykJEIEZ+7b67alZCQPl/zvW4nCHaq+aZACW/I79tM5GOJxVgEH,12910130-6113-4711-b871-9aa5b44fd1d5
T3,ArB53gBq2xuyyrwvftFi480rgu+Zt80JlKqLdtBd9Wh3vB6U8ym9mbJaKGsoeQloQ/n2K1WlFFTgWi/Y2bE4IOf4DWhSVv9n,12910130-6113-4711-b871-9aa5b44fd1d5
T4,PM8MM7cxTeJO1zfIVONnv+3CXUR/mQFpEg/tQNrsIoCZYDxS7dZILK6nEU2JsvCF70kEgEeW9LQgqv/qkbunrW8uzCOpA6Ov,12910130-6113-4711-b871-9aa5b44fd1d5
T5,N65+Uq4m4gaId69Gm2fWyndtf5mf76w63KbfhcHNwhJTsXjp+3p3rIt+t4SSDRPYt7BR2SAH9xgPU4ORH4Orq+H83bGNE11s,12910130-6113-4711-b871-9aa5b44fd1d5
T1,E9s8Xt/u2kYxf1pEJpRGRwFX+lAsW3NpYcaa0NY45PPM4kSIi/9ZRuaLfjHYMCdW8X/NzjxLOouRjoEZWRz37vFe8VohafKX,0ce52175-2bc4-4ddc-ba4a-11922e1447f9
T2,yNYad43ZIXj030MvlJ+Ibu+6tGCzO47FWlN/zNbo9x61VAze9jgQhlfzmjF5KzXelndnvPjIlgOsDa++P+9w4JtVz01/VzvW,0ce52175-2bc4-4ddc-ba4a-11922e1447f9
T3,TQ9h7+BgGZY5n4gbs6/ml/6L2BYPBTIsdFo3su+XXSqYQgm6i5ElHUez6Cr6vFti4o3nfKYL7H4vrRphcEiR1KXsDlv8D32L,0ce52175-2bc4-4ddc-ba4a-11922e1447f9
T4,ycUbFCNSPOURYcEBFUts7zgTcjR4LDTHVDIvpERuY6zy0AbbZ1Uj8rRsX0kcmjTI1LZ9wlTV6R4kZT8XGmQOXqP67jjZd/oY,0ce52175-2bc4-4ddc-ba4a-11922e1447f9
T5,aHdHG6EubWWFHu2E7ox+0D3cDarPe4y+gusrGA253U+gZfvxhMQ64IN8gsshkCsW/JjLG7EBj2QVjojISXC1lLSD62MEVqCb,0ce52175-2bc4-4ddc-ba4a-11922e1447f9
T1,u0iIf620TMhDKFYJKa0c6GrAFaAWfYHWdFW4L6C9BBJ9OZH+Ft5H4Zlw8lYbsSV1lvTsqT4fOUY7iWxY62c1tHG/1JQLBPCG,9a44c58b-2a57-4f93-ae96-c5fcc047a0fa
T2,xNVhF9qlBjigGIyABW9c1wAGJFBMhWSCzf5TcVKj74KxsE1r4a+61UiTV+T87U94Zc88i4xuA2D1LpAUZfSeKTTH+wry6cQv,9a44c58b-2a57-4f93-ae96-c5fcc047a0fa
T3,pyFbKq2fXSBAemwkLPck488czei/nT2R13DMN8cWtt2KCClc2kgG2R7b0WFdvCpy/YYN6AhkU/zKGmHbOOTuA1gqt0D60XyU,9a44c58b-2a57-4f93-ae96-c5fcc047a0fa
T4,P9Hay+dzckQWgqx8CpBSL9iOWgpIrqmlgMm9h3j1eHXrfuIShlPBBW5knZxFvqkDBJrGCOtfXyAJIjM8w33FckOcbo8HzPCX,9a44c58b-2a57-4f93-ae96-c5fcc047a0fa
T5,Sg5mVTLGFKr/9RyTkkGyRqSWkSJF/3bOOmc4PNbr2kW5OrBEMV2xNzb/fCoo0gYYKqehKSH1iwXmwQLHUECx+ezUoiKZMgDp,9a44c58b-2a57-4f93-ae96-c5fcc047a0fa
T1,vuNGDmQYrHb9qcy0/Mp8t1vwKrngha4sivdBk9X27q0XcJOWJrTM8vbWHQvzeo0ncteFKR6u8rn+BXFAu2kWE08R8mpEgvYI,0acff097-c797-4146-8e0e-1b6f0e5574ce
T2,Vl0JwQO4JYMD2Mm46MWfTtdl+2B7k0kSQSMY8LPzzAf6PnT6W2SHTo4pJmO+A3YYw7IJNvJCYxbg6XWNCQ1lIJfzpuOqFPPd,0acff097-c797-4146-8e0e-1b6f0e5574ce
T3,TlIC6z0bvQSrIW6yKMzg6opNFDU30xGoBI0cxAvcbv36RoEB7qTxn1E4x6RebBtaFZ+eIyaCclUuRb3ufrRuKJZKgtHGOKZX,0acff097-c797-4146-8e0e-1b6f0e5574ce
T4,crJpzBPsIaAHZdtyVA8SvJEfqpnAYEm2j/9wBat0GzF5RASlZ6H4kapw68PCUvwlUh4jLYd7iM78myNkqR9bHfgKyKabe1iO,0acff097-c797-4146-8e0e-1b6f0e5574ce
T5,rLKmL+mW95tTcH2vGaMiVI8cRQ0xfH2XK9hWW6ugHzAL25d4ZeNb6BId+iyZ3XznJKSwd43Vvx270G/QxufXcD06huyiraTH,0acff097-c797-4146-8e0e-1b6f0e5574ce
T1,87bEP75K4vAihylq9TfZ0Wf5gWdNpmy6iA/oCM1xGWmC6fwp1Rbho/SZazXj2j2vVsf7UiWW4sCN3hegsz0EmUHqDQp1aOUR,13e22e20-6fa7-4fb3-a496-7fc211bb5f4d
T2,VMxm5uGvpa1GqEECBizVgMIW4C60HDA4pUTsdb43C/RPqyw2jP/IfFpwBH3qffGYECNE5eP1HQEhqi+pZBwyDSvyP6RwFMyM,13e22e20-6fa7-4fb3-a496-7fc211bb5f4d
T3,522UGN7DZR8Bg1rzsj1OJUXyapjunfIX167o704+gutniXI1WJXU9p9GwOadSsGc/ajMYAcBHAvIW8TJ/fA1rTjaJZH4OBjf,13e22e20-6fa7-4fb3-a496-7fc211bb5f4d
T4,elecDz5HYjYPOAmC6BZWoW+JfBuz7/1wXhUjoR7C0QJP7bY9rjGjqsHN1v6fpUYLG6sSxF//WmWQ+lCzShKAoYm0pjy98Sxa,13e22e20-6fa7-4fb3-a496-7fc211bb5f4d
T5,XrUkt7S0Q6WVnONdc6F4bnkDdAcRCLiJDtIVmCACJlULD4CeM/Q81w9MyA6mXGFoBssHaCY31ATOjgXJuW8eWRkX5IUsDjBM,13e22e20-6fa7-4fb3-a496-7fc211bb5f4d
T1,3sAm4rvEJbyGv3GUXwQVBgx+et2NOmns94cQe7r15/MpGQWCAcHV2CJA1NmfSiJUQTL6f9lRu6LsKCkDsnMHw/FLuGo2Z/08,298d6aa0-03b1-426a-9cd0-11677484679b
T2,BqoFcUxEdUEY3GgzwL34dwVS5OhS9AXO2vU1HW4PkYq2pMVjH77n0mOzRmXOfW+uEBY7xT9BO37ysOFuHLQAw1yX4RuIJ1id,298d6aa0-03b1-426a-9cd0-11677484679b
T3,/fANlIbLa0pkV/h8vKrWtz4eCkw0alCK8XGU1hq3ExGpIdw/2U75OH4epKGtdHclvMhc0PXffy/mihFhSg/TFvXlte39Pi1L,298d6aa0-03b1-426a-9cd0-11677484679b
T4,b4Wx70GwPqZ8TWLClVZucXjFXhS8qOhLWN38gfTCdjIOuLQzgGscGR3zjNQUYPGFH5urh8MVxSz1taYG0+tHY/FgkFsUKkPO,298d6aa0-03b1-426a-9cd0-11677484679b
T5,KFfbvu0deT1ugvPFdY75zKb9p5dLZ5xEl0jQzunKUR3pDrGWUYRt+CWP0dex94Vq9aExHM0w05BVA7XuZ2uU/ti1DaaD+fXx,298d6aa0-03b1-426a-9cd0-11677484679b
T1,Y4ndgfSwkAtWIP+EcciFSIAdcs8xTiaGrO0GVlNlBtRb6HtoQi8GgiY+XVVOOZW8WcYoU5T6jeXgcTX8LFs7PcGOcF9dVV3O,e27f4d8b-507a-4210-9ea8-e95edb44b308
T2,TivS6OsqNuTxT8qUgVQqG35fgPaz8Q1MUHZdzYk6Q8YrqclkNGPTu69lK+p5g20lMDgaqLjo8hQ0eZpiTslIKRsUWUPeKVj/,e27f4d8b-507a-4210-9ea8-e95edb44b308
T3,0NQHXxOOvZ3r+KskpcTr92j7vMek5kf4e0qscJvso30fiSz6naSeUs/K72p4ojokie2WddOVkAQ6pbcKpgSepYDvJ1dchUfJ,e27f4d8b-507a-4210-9ea8-e95edb44b308
T4,Tl+hEdBtE3chgdo4Esx24iMsKyi53fwJ+Gf8Vg7AQZLWvQH0STR+X1DvLChz/tfEBS0DFVPVYBoGP/ViTdJL984MP11wbHs+,e27f4d8b-507a-4210-9ea8-e95edb44b308
T5,FF+bvvjs0uf2yrjRygKKR2fLYxhwztP9t8wJlQ46LljlptTlwORROu8vcxnx4pfpVETIjUzfPkjQDNOiUfDi6zIdcKQAeFZG,e27f4d8b-507a-4210-9ea8-e95edb44b308
T1,H/0QwdrC9IE9Ee3RJHy6zJjsCasNvcNJ2Q9IWJbGqPCbEElDZl56UsJouenpAK6KMELoJrF4Rxyr5s6DVF7aC77TIeD6JsdO,d39a519b-be6b-4d4d-8fd1-389f41593946
T2,G1vBmHDe5/flZVFv0w1iZx8QItqLsmiF5rWj69L6T8WpFHiCJfbI0xr2SKBkqzfNlouTrigQUUmeEIJDSCI17dV5nMKjbm38,d39a519b-be6b-4d4d-8fd1-389f41593946
T3,BNTswcquWZ14/sH/ibPcOKbSatQfY+aE+1nUbjkGfPgB8aVNe3tm7ayKSzw69wZ8XzhCkz2scklGvIWmNT8qgzBAZWFdsuZe,d39a519b-be6b-4d4d-8fd1-389f41593946
T4,jZQysNOkQIqIDdzIa7gXukPTGEm/F0x7JhWWOJptQLtvMnZVsWS5Id0leU6PJnVr20nKh0zvqxkdAOpHNVelMbPvV6wn2GFE,d39a519b-be6b-4d4d-8fd1-389f41593946
T5,eR8VdLLrgwZgLCH6ikx1Ug8XBQFqjK7Uq+XxrkIuftvjT88f4LCyBhE8EySgZJcs1SlQtYGYPWXrS+46qgdIliYZ0KSs2Ngy,d39a519b-be6b-4d4d-8fd1-389f41593946
T1,Nr1y/8rkTpt45cIzLHcFjpRDlYxXxCxuhHBcKGi5m3hiKjapHb+Bzw8DbvwD17F6esM4FhBWGeEJtXMTzxGc99XhpVxSB22P,de71d04f-7b85-43c5-ba7e-625281393678
T2,KuJI/dMIHVMuMONGwlcIY/vdiKwBpK+gsDW6b18i43WMjPNyfyYsCqm5Ql4ot2q6aHrJE8itXc/sgjdqPCeJvWjzO36qf5Gf,de71d04f-7b85-43c5-ba7e-625281393678
T3,JfwZHH/b+6+vSQvZXDbgtyulv+xKatXMQuIaDaS5tUnlcC+B7wv84O3Z8e+Vaj+06hXqFfWMusYBf/fTABgzq/lGFjw5g/4A,de71d04f-7b85-43c5-ba7e-625281393678
T4,XsgDEaDbKilLFeuF5SuJ26TZVe/S00c2oYwZbMRDEGFKAf8GPNs+kVhtqv3mDS/QB4khe8laB26m+onAI/0pWockKHMCK5IH,de71d04f-7b85-43c5-ba7e-625281393678
T5,zoH6Ed6bjnIVDIrFujwJ3Y4Fx7PGY0G1JVqCWvswNN8NxZbpfpgAjBn/N+S0IBZRLiy9Ctz6ktsbdAlnNmh1GA5z47TVOjdI,de71d04f-7b85-43c5-ba7e-625281393678
T1,d8sgjZERzn1QxGx5i4FqSyt0rHd5/v4Qb0F0Ajc1T8KQrLmniiGkZY+/ZNFCmCm2NnbZ7Q79VM1lXOBcQcsypWe7msCzp9pF,1bd1ff72-909a-4bcb-9102-443f69235c62
T2,fTPT1LW2ktj2H1esC3cgDnDyd/Ve9lRanCj1tuW24jnSHTc0HwRWW0hHfabmDo5qy7j29w2un3l57Tv9itM3cscd9p2EhPQY,1bd1ff72-909a-4bcb-9102-443f69235c62
T3,KISuUF7SXVDfcPoLIri8GcUbtQTLGX2yVwcmUza6jXjg7e9huSKDJzH6d/Ozj3GFmSjcW69C21n4zOX+r3yR8nxWHA/1HN1v,1bd1ff72-909a-4bcb-9102-443f69235c62
T4,8QmOymqbD0MAq5df1LVj/gVXGPxSD4qAe5ibeACle5I3a9v3QLN9BE59yDgC9iLTenjNP4BsSOXrYufa1AVw7fiKiItp8GN1,1bd1ff72-909a-4bcb-9102-443f69235c62
T5,fOeDy3JKzmVcjZTOMMT49niJujVjRnip9mm2YDStKFyQvol4pauEknvnucicmZlic+nV8qERiUAowLRFB/ECCMAUYwfPNaGj,1bd1ff72-909a-4bcb-9102-443f69235c62
T1,ZqDy6zT84hww3rp9NwU5p6Tx6npFfDCx0Zwgwngpkd5+4pl6TRFiNkpkVG80Wz5Do0hIod2QagHxvKKh2hW6HYqHnH2jhJAA,388fca32-7ae7-484c-a2d5-cebe53fff169
T2,Dm/vFdVsHhe81p4LqXFnhcyZT1hTum+cwS9xjr7OpjRb6T4rBrokuV6QioDSqzliYwkNU4N40pGe0BXMr+fbhGcqz2MXa6ed,388fca32-7ae7-484c-a2d5-cebe53fff169
T3,L5a5FXHUIJsrQfWx0ZG3mXRChAgoWfRM+JI+nSt6Vtrubgx732CZYFa5jc6o4KCrl0KDxpadFM1gNPry38lBdNiaFFCWIRWX,388fca32-7ae7-484c-a2d5-cebe53fff169
T4,QhRYNAlK/8KWuJwE/iWJIRF/6L+9H2r7fOgbCm/R7jw/IvRcED5VhgeWhGZDVMarFleYKlH8UO0RGev7GeOhYYLaRfO4Twii,388fca32-7ae7-484c-a2d5-cebe53fff169
T5,TvzxlLGPavEmRvTMalCkCU/H1HNfF0pJS6lz7i9PvLCH4Aw4ChGu8VVp+fasP5TLVoC+c4QkgmEktQsPAwmdz6tfYdjQKj0U,388fca32-7ae7-484c-a2d5-cebe53fff169
T1,qHEiV0jECkPAxAewLCeKH2h9qSW/DynPsQRIGdK1+w7iGbVCKTvQbJH9cfiPTzGqDj7JEUhWNw2YwweamHCjdMpBjgSsN/Ra,2fcfaff8-a3bc-4afb-9d3b-7763053202aa
T2,e85fmy3ilo888sKA6zps+FfOJccW8R+wSbf8OD7xVSgOfxhR8akEGXnrAQYKfjT1ZdSPwiV1pqwE+N0ajt8F7OBNsNqd+tAS,2fcfaff8-a3bc-4afb-9d3b-7763053202aa
T3,QcYu63qThItpjWj0U0vromydsBfc9Wt1t4Xz7jUvn93J5k/ci1/TcUswF5XMHZTdoHmc06xU7THhXB7RCuQtN7+BmA1bPQm7,2fcfaff8-a3bc-4afb-9d3b-7763053202aa
T4,rH5L6eUxMlS1bKBlrqNKn9wwyFqQ7skD8NytI1zYrIawhx4FH8mVkwMVeZkR8tLZQrIWY5kJIHhNRtDKETSrLMDknMaXwXjD,2fcfaff8-a3bc-4afb-9d3b-7763053202aa
T5,hpmaCas4FykUtW7B2tq/Jy6nzmn2V26v5RiiC1B65p3ffejPU/U8uJ+QLaWL+6ISFDRCIwZvjUYfCFy18HCLCPyZMCAa/noH,2fcfaff8-a3bc-4afb-9d3b-7763053202aa
T1,VxJqfy2mDMFy4xF1DSpO380ywtNTPRUgJAVJeR/A155jxFBMhpqLMRCYlGY2dcS5/jjc6zttB9smVJUG7Xsi1eD6F8uXyxlD,b5e4016c-ad1c-47f0-b220-73d7c79e47ba
T2,IRLA+NNcuS8UMk06gVp0XeKDY8ur2hkC4TkGa0mvYzCSi7Fg1o7v/vtF0uHK1y5bogYZNaquTXm4gXeKZZXQxY5r4M5n3bOH,b5e4016c-ad1c-47f0-b220-73d7c79e47ba
T3,U07/NkMV+e8wh/F8RylnTWBZPLExIoPvW9oGeuaVj4dBrQRVdalzzWM+laiivJCqbwz0DrsMpyXPawX6HuKLeac3YjJT1F27,b5e4016c-ad1c-47f0-b220-73d7c79e47ba
T4,VrD/Bbwapi15r0+J+25sYrf7qyhpc3bH4meDosuNNX2BorZ2qyRt8yj/s9qPqvHsBNZu9Hoakxihx9M4ODW2AW49U8wvcZAE,b5e4016c-ad1c-47f0-b220-73d7c79e47ba
T5,t4bm6+4WLRtMUTHyyhUq2KKA+hssBIEaBytavxZXgkTYYKGkOgGoWAWDXqVzAGs9pndN05QO1aELsIHgsiL5xwK0eIcVIqGh,b5e4016c-ad1c-47f0-b220-73d7c79e47ba
T1,+V/MiWpqSSI4QzICNR9NnCpIrA6SEKvTAUET/vcqSLcK7sIZf2n+agRgXgxvdZZqdN/FlVO57ePUtaOxN+Vqs2v8nEotHeAv,4a10f18a-a461-41e1-87aa-571cb13e60b8
T2,EsR8iSUmEY5v1Xu6jdtJsoWb/so9ES09EBqXr6SleHFZwvELfOmS9mUJcUr36VCPlHBHj8ojtDBNxU+w6XlMNZFzNvep4lJX,4a10f18a-a461-41e1-87aa-571cb13e60b8
T3,TidfGB2qfywn5jB2lDEfD8sQgWjJbIh7FA7ylE4dtxnt9IxxdrzZN/F6mFWEj7MRoQN7veNrUwB1FXAAEiChK4AWWd4r1whj,4a10f18a-a461-41e1-87aa-571cb13e60b8
T4,TX3mfCJsEMgBraLr2Tp+nkQaWSG/hiDe6C45qrZFoL9BQQ4wuSkh0+l7p1GmYqUP+f9qUyazFE0JpQXDQh7J6hHNAJzo2yLN,4a10f18a-a461-41e1-87aa-571cb13e60b8
T5,QRMmNc/B2Qqfe+GHfG6HKpmHRYmMbb82Rl4Z7I7A8Q8g9bAFUyU4RD0BNulj8Me2wy3zP9MBMDZohOCiagTCqHdourS3hLe0,4a10f18a-a461-41e1-87aa-571cb13e60b8
T1,6hFdZmaLbJHeFNeUQ/M9afqe50QVsh3CkNQmKFMX0CE3CYiL2IWnrRi0jxRWf/9KDJDHtk9b5IELStRkQF8mF7MjNBg2CUYh,d31c8eed-a0c6-409e-9ad5-d97d08c362d5
T2,Ao6s+Vs/pkIsbO9lNQcgKTmXGHmmI7Hv7BIyoew7v4dAMVdfq37q+Rfd8Hl4cJ7GKvZyQ/z/vnu80RQwRxsPNl98alJf4bx2,d31c8eed-a0c6-409e-9ad5-d97d08c362d5
T3,ssDOkNdZZQFQAPK4hdwunI++3WkAvWyVzKNEd5zaRYgI6pVWIepAvN+3dZDjXvJHD4mLTmCY5N5EKIPM08+3kXRpRdI9V8hF,d31c8eed-a0c6-409e-9ad5-d97d08c362d5
T4,tdT1b0u+4+8wHnnNx5bJVsfDcpka+pLBB0ytLe3vyTqt1VuxTR93gYaXqGWpe3TVIWJUI7fzjPTQOHtSjuhVUwjWWIb2VnTr,d31c8eed-a0c6-409e-9ad5-d97d08c362d5
T5,KFAgkyuE65P3IZEN9elWBQE0q+YPMP04KJ717PwRjKbY0iF4R14NoUTRF/CFh+AyVxZziHeOfy1NnJihoPCHUaB1l+q401/C,d31c8eed-a0c6-409e-9ad5-d97d08c362d5
T1,WJzxi+sAJD0wxzTyU6lhlfH/sJ9xp5bzG2aCt8rbT8UkNmBxk3qo1uFfOm1+TvQAQguBd6Yz20prujSfL9N1bANV8+1zjEjR,272207e5-572d-48c6-86fd-8dec5df2d303
T2,9g3OicoVBQPpKvYbuWfd6nDWK9+bTw5D8o+ZxmS070eqNKNawgomUJRlLDAC1ahT2pus5tssd18XgtuFdbUl1dzT35uPr06Q,272207e5-572d-48c6-86fd-8dec5df2d303
T3,IVwwMCTECsrS3JW6YTxfeKe+ayiekbwaAIwazbHJMnN8JFnMB34dlSRfkDJd7QyKDg2BuUhtgj7QnlevpJbM8tltoCYFs0dB,272207e5-572d-48c6-86fd-8dec5df2d303
